Date,Close
2021-02-06,72.73359680175781
2021-02-07,68.59052276611328
2021-02-08,79.83154296875
2021-02-09,107.89927673339844
2021-02-10,129.73715209960938
2021-02-11,124.43425750732422
2021-02-12,136.94839477539062
2021-02-13,133.4526824951172
2021-02-14,136.426513671875
2021-02-15,129.56788635253906
2021-02-16,130.05665588378906
2021-02-17,164.67010498046875
2021-02-18,195.93263244628906
2021-02-19,332.61602783203125
2021-02-20,255.9537353515625
2021-02-21,293.923583984375
2021-02-22,267.5097961425781
2021-02-23,230.99424743652344
2021-02-24,254.359130859375
2021-02-25,233.88595581054688
2021-02-26,221.68043518066406
2021-02-27,225.2494354248047
2021-02-28,209.57440185546875
2021-03-01,254.6299285888672
2021-03-02,239.5225372314453
2021-03-03,241.09136962890625
2021-03-04,229.945068359375
2021-03-05,226.37255859375
2021-03-06,226.66685485839844
2021-03-07,240.17921447753906
2021-03-08,240.31866455078125
2021-03-09,293.4632263183594
2021-03-10,279.3580322265625
2021-03-11,289.7908020019531
2021-03-12,263.6858215332031
2021-03-13,276.1047058105469
2021-03-14,264.6367492675781
2021-03-15,254.66082763671875
2021-03-16,258.1006774902344
2021-03-17,269.8548583984375
2021-03-18,261.7048034667969
2021-03-19,264.05743408203125
2021-03-20,264.7416687011719
2021-03-21,264.88616943359375
2021-03-22,255.9001922607422
2021-03-23,255.68966674804688
2021-03-24,249.85137939453125
2021-03-25,234.88543701171875
2021-03-26,255.1045684814453
2021-03-27,269.1023254394531
2021-03-28,269.1912841796875
2021-03-29,275.2146301269531
2021-03-30,311.4264831542969
2021-03-31,302.0634460449219
2021-04-01,335.212890625
2021-04-02,339.0077209472656
2021-04-03,323.1335144042969
2021-04-04,351.6243896484375
2021-04-05,367.7724914550781
2021-04-06,403.59075927734375
2021-04-07,374.6588134765625
2021-04-08,418.03839111328125
2021-04-09,453.178466796875
2021-04-10,472.5603332519531
2021-04-11,525.3855590820312
2021-04-12,598.72265625
2021-04-13,549.5865478515625
2021-04-14,549.5918579101562
2021-04-15,542.632080078125
2021-04-16,510.2201843261719
2021-04-17,520.416748046875
2021-04-18,481.03424072265625
2021-04-19,505.0929260253906
2021-04-20,587.0291137695312
2021-04-21,546.0235595703125
2021-04-22,506.01300048828125
2021-04-23,526.5652465820312
2021-04-24,496.4150695800781
2021-04-25,505.0770568847656
2021-04-26,534.5776977539062
2021-04-27,568.4705200195312
2021-04-28,562.632568359375
2021-04-29,599.70654296875
2021-04-30,624.08056640625
2021-05-01,619.3472290039062
2021-05-02,622.1010131835938
2021-05-03,675.68408203125
2021-05-04,611.2003173828125
2021-05-05,651.6627197265625
2021-05-06,633.2803955078125
2021-05-07,624.5632934570312
2021-05-08,646.100830078125
2021-05-09,662.2285766601562
2021-05-10,631.3519897460938
2021-05-11,672.3339233398438
2021-05-12,588.1851806640625
2021-05-13,571.4345092773438
2021-05-14,603.1282958984375
2021-05-15,563.0416870117188
2021-05-16,562.829833984375
2021-05-17,511.9643859863281
2021-05-18,508.0223083496094
2021-05-19,339.0254821777344
2021-05-20,393.6127624511719
2021-05-21,326.29632568359375
2021-05-22,299.50408935546875
2021-05-23,262.9456787109375
2021-05-24,345.30963134765625
2021-05-25,344.1139831542969
2021-05-26,379.85430908203125
2021-05-27,367.6557922363281
2021-05-28,329.8799133300781
2021-05-29,305.0521545410156
2021-05-30,325.7840270996094
2021-05-31,354.329345703125
2021-06-01,362.7946472167969
2021-06-02,401.2623291015625
2021-06-03,427.80792236328125
2021-06-04,391.39532470703125
2021-06-05,390.4318542480469
2021-06-06,393.8202209472656
2021-06-07,357.3102111816406
2021-06-08,354.0013732910156
2021-06-09,375.73468017578125
2021-06-10,352.1831970214844
2021-06-11,345.9336853027344
2021-06-12,343.74102783203125
2021-06-13,366.6489562988281
2021-06-14,368.7927551269531
2021-06-15,373.566162109375
2021-06-16,347.033447265625
2021-06-17,352.738525390625
2021-06-18,336.8096923828125
2021-06-19,335.71282958984375
2021-06-20,340.06719970703125
2021-06-21,270.98443603515625
2021-06-22,261.8180847167969
2021-06-23,294.49029541015625
2021-06-24,308.39703369140625
2021-06-25,281.62091064453125
2021-06-26,279.43804931640625
2021-06-27,290.5670166015625
2021-06-28,289.53411865234375
2021-06-29,300.2115478515625
2021-06-30,303.2958679199219
2021-07-01,288.2184143066406
2021-07-02,287.423095703125
2021-07-03,298.23712158203125
2021-07-04,307.7320861816406
2021-07-05,302.37799072265625
2021-07-06,320.934814453125
2021-07-07,327.5224609375
2021-07-08,310.4271240234375
2021-07-09,316.4845275878906
2021-07-10,316.14013671875
2021-07-11,322.0316467285156
2021-07-12,316.32818603515625
2021-07-13,308.8111572265625
2021-07-14,309.4063720703125
2021-07-15,315.2440185546875
2021-07-16,302.985595703125
2021-07-17,300.4979248046875
2021-07-18,302.4804992675781
2021-07-19,280.01861572265625
2021-07-20,264.7823791503906
2021-07-21,292.5313720703125
2021-07-22,293.6411437988281
2021-07-23,299.2829895019531
2021-07-24,302.0718688964844
2021-07-25,302.4361572265625
2021-07-26,304.4782409667969
2021-07-27,313.60260009765625
2021-07-28,313.42864990234375
2021-07-29,316.74945068359375
2021-07-30,322.90936279296875
2021-07-31,333.5495910644531
2021-08-01,333.4840087890625
2021-08-02,331.1031188964844
2021-08-03,322.74774169921875
2021-08-04,334.9187927246094
2021-08-05,337.8738708496094
2021-08-06,342.1369934082031
2021-08-07,355.7413635253906
2021-08-08,342.06475830078125
2021-08-09,354.9668273925781
2021-08-10,371.9543762207031
2021-08-11,391.7570495605469
2021-08-12,385.8189697265625
2021-08-13,410.94488525390625
2021-08-14,409.03448486328125
2021-08-15,414.59503173828125
2021-08-16,417.4708557128906
2021-08-17,401.9089050292969
2021-08-18,398.25146484375
2021-08-19,430.9888610839844
2021-08-20,454.9363098144531
